review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,Negatif,"{'classified_text': 'ini parah [-6] banget seller dan pengiriman kurir sudah lama [-3] banget kirimnya plus waktu sampai dibuka paketnya rusak [-4] enggak jelas [-4] ini seller tidak professional dan tidak niat jualan sama sekali meskipun [-2] official store tolong hargai customer dengan dapat membungkus paket dengan baik [4] dan benar [4]', 'tweet_text': ' ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar', 'sentence_score': ['ini parah [-6] banget seller dan pengiriman kurir sudah lama [-3] banget kirimnya plus waktu sampai dibuka paketnya rusak [-4] enggak jelas [-4] ini seller tidak professional dan tidak niat jualan sama sekali meskipun [-2] official store tolong hargai customer dengan dapat membungkus paket dengan baik [4] dan benar [4]'], 'max_positive': 4, 'max_negative': -6, 'kelas': 'negatif'}",ini parah [-6] banget seller dan pengiriman kurir sudah lama [-3] banget kirimnya plus waktu sampai dibuka paketnya rusak [-4] enggak jelas [-4] ini seller tidak professional dan tidak niat jualan sama sekali meskipun [-2] official store tolong hargai customer dengan dapat membungkus paket dengan baik [4] dan benar [4], ini parah banget seller dan pengiriman kurir sudah lama banget kirimnya plus waktu sampai dibuka paketnya rusak enggak jelas ini seller tidak professional dan tidak niat jualan sama sekali meskipun official store tolong hargai customer dengan dapat membungkus paket dengan baik dan benar,['ini parah [-6] banget seller dan pengiriman kurir sudah lama [-3] banget kirimnya plus waktu sampai dibuka paketnya rusak [-4] enggak jelas [-4] ini seller tidak professional dan tidak niat jualan sama sekali meskipun [-2] official store tolong hargai customer dengan dapat membungkus paket dengan baik [4] dan benar [4]'],4,-6,negatif
untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kayaknya memang enggak cocok di aku kayak langsung jerawatan besar begitu,Netral,"{'classified_text': 'untuk packaging suka [5] banget dan pengeriman juga cepat [4] cuman sorry banget kayaknya memang enggak cocok [-3] di aku kayak langsung jerawatan besar [3] begitu', 'tweet_text': ' untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kayaknya memang enggak cocok di aku kayak langsung jerawatan besar begitu', 'sentence_score': ['untuk packaging suka [5] banget dan pengeriman juga cepat [4] cuman sorry banget kayaknya memang enggak cocok [-3] di aku kayak langsung jerawatan besar [3] begitu'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",untuk packaging suka [5] banget dan pengeriman juga cepat [4] cuman sorry banget kayaknya memang enggak cocok [-3] di aku kayak langsung jerawatan besar [3] begitu, untuk packaging suka banget dan pengeriman juga cepat cuman sorry banget kayaknya memang enggak cocok di aku kayak langsung jerawatan besar begitu,['untuk packaging suka [5] banget dan pengeriman juga cepat [4] cuman sorry banget kayaknya memang enggak cocok [-3] di aku kayak langsung jerawatan besar [3] begitu'],5,-3,positif
warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,Negatif,"{'classified_text': 'warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening [3]', 'tweet_text': ' warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening', 'sentence_score': ['warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening [3], warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening,['warnanya kuning kiri padahal baru dibuka punya saya sudah pemakaian bulan kanan masih bening [3]'],3,-1,positif
benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,Negatif,"{'classified_text': 'benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua', 'tweet_text': ' benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua', 'sentence_score': ['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua, benar jadi geprek enggak pakai bubble wrap sama sekali hancur semua,['benar [4] jadi geprek enggak pakai bubble wrap sama sekali hancur [-5] semua'],4,-5,negatif
belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik dan cepat,Positif,"{'classified_text': 'belum coba pertama kali beli semoga cocok [3] bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik [4] dan cepat [4]', 'tweet_text': ' belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik dan cepat', 'sentence_score': ['belum coba pertama kali beli semoga cocok [3] bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik [4] dan cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",belum coba pertama kali beli semoga cocok [3] bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik [4] dan cepat [4], belum coba pertama kali beli semoga cocok bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik dan cepat,['belum coba pertama kali beli semoga cocok [3] bintang ini diberikan untuk respon admin dan pengantaran pesanan yang baik [4] dan cepat [4]'],4,-1,positif
fast response on time delivery,Positif,"{'classified_text': 'fast response on time delivery', 'tweet_text': ' fast response on time delivery', 'sentence_score': ['fast response on time delivery'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",fast response on time delivery, fast response on time delivery,['fast response on time delivery'],1,-1,netral
belum coba semoga cocok,Positif,"{'classified_text': 'belum coba semoga cocok [3]', 'tweet_text': ' belum coba semoga cocok', 'sentence_score': ['belum coba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",belum coba semoga cocok [3], belum coba semoga cocok,['belum coba semoga cocok [3]'],3,-1,positif
tipe kulitku berminyak masalah kulitku pori besar,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku pori besar [3]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku pori besar', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulitku berminyak masalah [-4] kulitku pori besar [3], tipe kulitku berminyak masalah kulitku pori besar,['tipe kulitku berminyak masalah [-4] kulitku pori besar [3]'],3,-4,negatif
semoga cocok terima kasih bonusnya,Positif,"{'classified_text': 'semoga cocok [3] terima kasih [4] bonusnya', 'tweet_text': ' semoga cocok terima kasih bonusnya', 'sentence_score': ['semoga cocok [3] terima kasih [4] bonusnya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",semoga cocok [3] terima kasih [4] bonusnya, semoga cocok terima kasih bonusnya,['semoga cocok [3] terima kasih [4] bonusnya'],4,-1,positif
barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karena pengiriman dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih,Negatif,"{'classified_text': 'barang tidak saya terima sampai sekarang kurir ditanya balesnya lama [-2] karena pengiriman dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]', 'tweet_text': ' barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karena pengiriman dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih', 'sentence_score': ['barang tidak saya terima sampai sekarang kurir ditanya balesnya lama [-2] karena pengiriman dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang tidak saya terima sampai sekarang kurir ditanya balesnya lama [-2] karena pengiriman dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih [4], barang tidak saya terima sampai sekarang kurir ditanya balesnya lama karena pengiriman dipindahtangankan sama kurir pertama kecewa saya padahal alamat sudah sesuai dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih,['barang tidak saya terima sampai sekarang kurir ditanya balesnya lama [-2] karena pengiriman dipindahtangankan sama kurir pertama kecewa [-3] saya padahal alamat sudah sesuai [3] dan biasanya begini tolong kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]'],4,-3,positif
enggak cocok mukaku tambah jerawat parah,Negatif,"{'classified_text': 'enggak cocok [-3] mukaku tambah jerawat parah [-5]', 'tweet_text': ' enggak cocok mukaku tambah jerawat parah', 'sentence_score': ['enggak cocok [-3] mukaku tambah jerawat parah [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",enggak cocok [-3] mukaku tambah jerawat parah [-5], enggak cocok mukaku tambah jerawat parah,['enggak cocok [-3] mukaku tambah jerawat parah [-5]'],1,-5,negatif
hadiahnya bohongan,Negatif,"{'classified_text': 'hadiahnya bohongan', 'tweet_text': ' hadiahnya bohongan', 'sentence_score': ['hadiahnya bohongan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",hadiahnya bohongan, hadiahnya bohongan,['hadiahnya bohongan'],1,-1,netral
berbohong,Negatif,"{'classified_text': 'berbohong [-5]', 'tweet_text': ' berbohong', 'sentence_score': ['berbohong [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",berbohong [-5], berbohong,['berbohong [-5]'],1,-5,negatif
baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,Positif,"{'classified_text': 'baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat', 'tweet_text': ' baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat', 'sentence_score': ['baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat, baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,['baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat'],3,-4,negatif
oke,Positif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
tipe kulitku kering tipe kulitku normal,Netral,"{'classified_text': 'tipe kulitku kering tipe kulitku normal [-1]', 'tweet_text': ' tipe kulitku kering tipe kulitku normal', 'sentence_score': ['tipe kulitku kering tipe kulitku normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulitku kering tipe kulitku normal [-1], tipe kulitku kering tipe kulitku normal,['tipe kulitku kering tipe kulitku normal [-1]'],1,-1,netral
pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,Positif,"{'classified_text': 'pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap [-1] awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah [5] tapi bukan jadi tone up juga teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up', 'tweet_text': ' pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up', 'sentence_score': ['pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap [-1] awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah [5] tapi bukan jadi tone up juga teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap [-1] awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah [5] tapi bukan jadi tone up juga teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up, pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,['pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap [-1] awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah [5] tapi bukan jadi tone up juga teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas sudah kering tapi lama [-2] jadi glow up'],5,-2,positif
sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,Positif,"{'classified_text': 'sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal [-1] cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih', 'tweet_text': ' sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih', 'sentence_score': ['sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal [-1] cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal [-1] cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih, sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,['sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal [-1] cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih'],1,-1,netral
botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,Positif,"{'classified_text': 'botol kedua enak [4] dikulit gampang menyerap [1] enggak ada masalah [-4] ke kulitnya mantap [4]', 'tweet_text': ' botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap', 'sentence_score': ['botol kedua enak [4] dikulit gampang menyerap [1] enggak ada masalah [-4] ke kulitnya mantap [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",botol kedua enak [4] dikulit gampang menyerap [1] enggak ada masalah [-4] ke kulitnya mantap [4], botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,['botol kedua enak [4] dikulit gampang menyerap [1] enggak ada masalah [-4] ke kulitnya mantap [4]'],4,-4,netral
produk tapi beda isi cairannya customer service ditanya enggak membantu bertele tele,Negatif,"{'classified_text': 'produk tapi beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele', 'tweet_text': ' produk tapi beda isi cairannya customer service ditanya enggak membantu bertele tele', 'sentence_score': ['produk tapi beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",produk tapi beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele, produk tapi beda isi cairannya customer service ditanya enggak membantu bertele tele,['produk tapi beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele'],1,-4,negatif
