review_tokens_SR,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang terima sekarang kurir ditanya balesnya lama pengiriman dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih,Negatif,"{'classified_text': 'barang terima sekarang kurir ditanya balesnya lama [-2] pengiriman dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]', 'tweet_text': ' barang terima sekarang kurir ditanya balesnya lama pengiriman dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih', 'sentence_score': ['barang terima sekarang kurir ditanya balesnya lama [-2] pengiriman dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang terima sekarang kurir ditanya balesnya lama [-2] pengiriman dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih [4], barang terima sekarang kurir ditanya balesnya lama pengiriman dipindahtangankan sama kurir pertama kecewa padahal alamat sesuai biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih,['barang terima sekarang kurir ditanya balesnya lama [-2] pengiriman dipindahtangankan sama kurir pertama kecewa [-3] padahal alamat sesuai [3] biasanya begini kak dikomplain bagian ekspedisi pengirimannya terima kasih [4]'],4,-3,positif
enggak cocok mukaku tambah jerawat parah,Negatif,"{'classified_text': 'enggak cocok [-3] mukaku tambah jerawat parah [-5]', 'tweet_text': ' enggak cocok mukaku tambah jerawat parah', 'sentence_score': ['enggak cocok [-3] mukaku tambah jerawat parah [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",enggak cocok [-3] mukaku tambah jerawat parah [-5], enggak cocok mukaku tambah jerawat parah,['enggak cocok [-3] mukaku tambah jerawat parah [-5]'],1,-5,negatif
hadiahnya bohongan,Negatif,"{'classified_text': 'hadiahnya bohongan', 'tweet_text': ' hadiahnya bohongan', 'sentence_score': ['hadiahnya bohongan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",hadiahnya bohongan, hadiahnya bohongan,['hadiahnya bohongan'],1,-1,netral
berbohong,Negatif,"{'classified_text': 'berbohong [-5]', 'tweet_text': ' berbohong', 'sentence_score': ['berbohong [-5]'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",berbohong [-5], berbohong,['berbohong [-5]'],1,-5,negatif
baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,Positif,"{'classified_text': 'baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat', 'tweet_text': ' baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat', 'sentence_score': ['baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat, baru mau coba semoga cocok tipe kulitku kombinasi masalah kulitku jerawat,['baru mau coba semoga cocok [3] tipe kulitku kombinasi masalah [-4] kulitku jerawat'],3,-4,negatif
oke,Positif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
tipe kulitku kering tipe kulitku normal,Netral,"{'classified_text': 'tipe kulitku kering tipe kulitku normal [-1]', 'tweet_text': ' tipe kulitku kering tipe kulitku normal', 'sentence_score': ['tipe kulitku kering tipe kulitku normal [-1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulitku kering tipe kulitku normal [-1], tipe kulitku kering tipe kulitku normal,['tipe kulitku kering tipe kulitku normal [-1]'],1,-1,netral
pertama kali mencoba warna kulit cenderung gelap awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah bukan jadi tone up teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas kering lama jadi glow up,Positif,"{'classified_text': 'pertama kali mencoba warna kulit cenderung gelap [-2] awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah [5] bukan jadi tone up teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas kering lama [-2] jadi glow up', 'tweet_text': ' pertama kali mencoba warna kulit cenderung gelap awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah bukan jadi tone up teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas kering lama jadi glow up', 'sentence_score': ['pertama kali mencoba warna kulit cenderung gelap [-2] awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah [5] bukan jadi tone up teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas kering lama [-2] jadi glow up'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pertama kali mencoba warna kulit cenderung gelap [-2] awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah [5] bukan jadi tone up teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas kering lama [-2] jadi glow up, pertama kali mencoba warna kulit cenderung gelap awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah bukan jadi tone up teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas kering lama jadi glow up,['pertama kali mencoba warna kulit cenderung gelap [-2] awalnya pikir bakal jomplang pas dipakai ternyata blend banget sama kulit warnanya jadi lebih cerah [5] bukan jadi tone up teksturnya kaya [3] foundy cair cepat [4] nyerap awalnya kaya [3] mate pas kering lama [-2] jadi glow up'],5,-2,positif
sepertinya botol apa secocok dikulit normal cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih,Positif,"{'classified_text': 'sepertinya botol apa secocok dikulit normal [-1] cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih', 'tweet_text': ' sepertinya botol apa secocok dikulit normal cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih', 'sentence_score': ['sepertinya botol apa secocok dikulit normal [-1] cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",sepertinya botol apa secocok dikulit normal [-1] cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih, sepertinya botol apa secocok dikulit normal cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih,['sepertinya botol apa secocok dikulit normal [-1] cenderung kering enaknya enggak white cast tone up jadi enggak berasa cemong dikulit putih'],1,-1,netral
botol kedua enak dikulit gampang menyerap enggak masalah kulitnya mantap,Positif,"{'classified_text': 'botol kedua enak [4] dikulit gampang menyerap [1] enggak masalah [4] kulitnya mantap [4]', 'tweet_text': ' botol kedua enak dikulit gampang menyerap enggak masalah kulitnya mantap', 'sentence_score': ['botol kedua enak [4] dikulit gampang menyerap [1] enggak masalah [4] kulitnya mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",botol kedua enak [4] dikulit gampang menyerap [1] enggak masalah [4] kulitnya mantap [4], botol kedua enak dikulit gampang menyerap enggak masalah kulitnya mantap,['botol kedua enak [4] dikulit gampang menyerap [1] enggak masalah [4] kulitnya mantap [4]'],4,-1,positif
produk beda isi cairannya customer service ditanya enggak membantu bertele tele,Negatif,"{'classified_text': 'produk beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele', 'tweet_text': ' produk beda isi cairannya customer service ditanya enggak membantu bertele tele', 'sentence_score': ['produk beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",produk beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele, produk beda isi cairannya customer service ditanya enggak membantu bertele tele,['produk beda isi cairannya customer service ditanya enggak membantu [-4] bertele tele'],1,-4,negatif
kecewa isi full beli tempat,Negatif,"{'classified_text': 'kecewa [-3] isi full beli tempat', 'tweet_text': ' kecewa isi full beli tempat', 'sentence_score': ['kecewa [-3] isi full beli tempat'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] isi full beli tempat, kecewa isi full beli tempat,['kecewa [-3] isi full beli tempat'],1,-3,negatif
terpaksa kasih penilaian jelek admin al el ve handle chat balasnya asal menjawab konsultasi customer baik pertanyan jawabannya sesuai asal balas membaca permasalahan pembeli,Negatif,"{'classified_text': 'terpaksa kasih penilaian jelek [-4] admin al el ve handle chat balasnya asal menjawab konsultasi customer baik [4] pertanyan jawabannya sesuai [3] asal balas membaca permasalahan pembeli', 'tweet_text': ' terpaksa kasih penilaian jelek admin al el ve handle chat balasnya asal menjawab konsultasi customer baik pertanyan jawabannya sesuai asal balas membaca permasalahan pembeli', 'sentence_score': ['terpaksa kasih penilaian jelek [-4] admin al el ve handle chat balasnya asal menjawab konsultasi customer baik [4] pertanyan jawabannya sesuai [3] asal balas membaca permasalahan pembeli'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",terpaksa kasih penilaian jelek [-4] admin al el ve handle chat balasnya asal menjawab konsultasi customer baik [4] pertanyan jawabannya sesuai [3] asal balas membaca permasalahan pembeli, terpaksa kasih penilaian jelek admin al el ve handle chat balasnya asal menjawab konsultasi customer baik pertanyan jawabannya sesuai asal balas membaca permasalahan pembeli,['terpaksa kasih penilaian jelek [-4] admin al el ve handle chat balasnya asal menjawab konsultasi customer baik [4] pertanyan jawabannya sesuai [3] asal balas membaca permasalahan pembeli'],4,-4,netral
baru coba semoga cocok recommended seller,Positif,"{'classified_text': 'baru coba semoga cocok [3] recommended seller', 'tweet_text': ' baru coba semoga cocok recommended seller', 'sentence_score': ['baru coba semoga cocok [3] recommended seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru coba semoga cocok [3] recommended seller, baru coba semoga cocok recommended seller,['baru coba semoga cocok [3] recommended seller'],3,-1,positif
pertama kali mencoba tinted sunscreen mudahan cocok enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,Positif,"{'classified_text': 'pertama kali mencoba tinted sunscreen mudahan cocok [3] enggak oksidasi sesuai [3] klaimnya packing aman [4] kardus ditambah bubble wrap tebal mantap [4]', 'tweet_text': ' pertama kali mencoba tinted sunscreen mudahan cocok enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap', 'sentence_score': ['pertama kali mencoba tinted sunscreen mudahan cocok [3] enggak oksidasi sesuai [3] klaimnya packing aman [4] kardus ditambah bubble wrap tebal mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pertama kali mencoba tinted sunscreen mudahan cocok [3] enggak oksidasi sesuai [3] klaimnya packing aman [4] kardus ditambah bubble wrap tebal mantap [4], pertama kali mencoba tinted sunscreen mudahan cocok enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,['pertama kali mencoba tinted sunscreen mudahan cocok [3] enggak oksidasi sesuai [3] klaimnya packing aman [4] kardus ditambah bubble wrap tebal mantap [4]'],4,-1,positif
pesan barang paket lengkap datang paket,Positif,"{'classified_text': 'pesan barang paket lengkap datang paket', 'tweet_text': ' pesan barang paket lengkap datang paket', 'sentence_score': ['pesan barang paket lengkap datang paket'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pesan barang paket lengkap datang paket, pesan barang paket lengkap datang paket,['pesan barang paket lengkap datang paket'],1,-1,netral
lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,Negatif,"{'classified_text': 'lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure', 'tweet_text': ' lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure', 'sentence_score': ['lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure, lebih baik sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure,['lebih baik [5] sabtu minggu tetap proses kirim nya weekday padahal online enggak tahu real orang chat bot bikin insecure'],5,-1,positif
lemot responnya,Negatif,"{'classified_text': 'lemot responnya', 'tweet_text': ' lemot responnya', 'sentence_score': ['lemot responnya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",lemot responnya, lemot responnya,['lemot responnya'],1,-1,netral
wtf pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah,Negatif,"{'classified_text': 'wtf [-4] pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah', 'tweet_text': ' wtf pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah', 'sentence_score': ['wtf [-4] pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",wtf [-4] pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah, wtf pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah,['wtf [-4] pas buka tutupnya ternyata keputer malah tempat moisturizernya langsung tumpah setengah'],1,-4,negatif
isi sesuai,Negatif,"{'classified_text': 'isi sesuai [3]', 'tweet_text': ' isi sesuai', 'sentence_score': ['isi sesuai [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",isi sesuai [3], isi sesuai,['isi sesuai [3]'],3,-1,positif
thanks,Positif,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",thanks, thanks,['thanks'],1,-1,netral
well received thanks,Positif,"{'classified_text': 'well received thanks', 'tweet_text': ' well received thanks', 'sentence_score': ['well received thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",well received thanks, well received thanks,['well received thanks'],1,-1,netral
barang aman cuma aku abuan dikit ditoleransi thanks,Positif,"{'classified_text': 'barang aman [4] cuma [-2] aku abuan dikit ditoleransi thanks', 'tweet_text': ' barang aman cuma aku abuan dikit ditoleransi thanks', 'sentence_score': ['barang aman [4] cuma [-2] aku abuan dikit ditoleransi thanks'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",barang aman [4] cuma [-2] aku abuan dikit ditoleransi thanks, barang aman cuma aku abuan dikit ditoleransi thanks,['barang aman [4] cuma [-2] aku abuan dikit ditoleransi thanks'],4,-2,positif
